name,Team,team_id,league,league_rank,player_code,position,rtg_adj,mv_adj,ga_adj,gap90_adj,talent_score
Carlos Guzman,Monterey Bay Fc,915808,USLC,63.7,cguzman,Center Back,0.6608652652807943,0.3582260316475333,0.407636518771331,0.4282242217395801,0.4798993561898851
Carlos Harvey,Minnesota United Fc,207242,MLS,78.31,charvey,Center Back,0.5565658848731877,0.09833319520727697,0.3697328139793614,0.36579948617107033,0.3703228131506051
Carlos Herrera,Detroit City Fc,540855,USLC,63.7,cherrera,Keeper,0.2820515306650119,0.0988209742475954,0.42204791084910537,0.43028299203640497,0.3178741338297652
Cedric Teuchert,St Louis City Sc,1427963,MLS,78.31,cteuchert,Attacking Midfielder,0.20846637383942718,0.7099656693965397,0.30089957733426753,0.32056621637572297,0.3608828264107065
Celio Pompeu,St Louis City Sc,1427963,MLS,78.31,cpompeu,Left Winger,0.18683307089382625,0.3520328388420516,0.39136611692496237,0.3775994695959436,0.31800955330033376
Cengiz Ünder,Los Angeles Fc,867280,MLS,78.31,cunder,Right Winger,0.40709942815812666,0.8594321261116008,0.6214657937099904,0.7040656776841032,0.6295291157169872
Cesar Araujo,Orlando City Sc,267810,MLS,78.31,caraujo,Defensive Midfielder,0.6765323830260656,0.7099656693965397,0.525099262406859,0.5093659511736948,0.6027824866206078
Chandler O'Dwyer,Richmond Kickers,267811,USL1,56.19,co'dwyer,Attacking Midfielder,0.3679131779900311,0.4828860461119158,0.5150784491860436,0.4828860461119158,0.45483266629017594
Chapa Herrera,Greenville Triumph Sc,1004920,USL1,56.19,cherrera1,Defensive Midfielder,0.34491860436565414,0.30352837184177567,0.5886610847840499,0.6070567436835513,0.4640304957399267
Charlie Ostrem,Union Omaha,1121685,USL1,56.19,costrem,Left Wing-Back,0.519677363910919,0.30352837184177567,0.3771110074397819,0.3771110074397819,0.40516438726152176
Chevone Marsh,Greenville Triumph Sc,1004920,USL1,56.19,cmarsh,Striker,0.15176418592088783,0.30352837184177567,0.45529255776266353,0.49668279028654205,0.3462982787831168
Chibuike Ukaegbu,Sacramento Republic Fc,521004,USLC,63.7,cukaegbu,Center Back,0.18323055641741648,0.15646654255869272,0.45292946530147893,0.45292946530147893,0.31272720808770293
Chidozie Awaziem,Colorado Rapids,8314,MLS,78.31,cawaziem,Center Back,0.3775994695959436,0.5073992872695492,0.3185995524715774,0.375632805691798,0.39116945053454777
Chris Allan,Charleston Battery,162183,USLC,63.7,callan,Defensive Midfielder,0.5620442910331988,0.5126338039094012,0.5208688850967007,0.5291039662840004,0.5340450149963801
Chris Brady,Chicago Fire Fc,6397,MLS,78.31,cbrady,Keeper,0.20846637383942718,0.5998324907643895,0.8220655119328355,0.7846988977540702,0.5823291820174943
Chris Gloster,New Mexico United,1003208,USLC,63.7,cgloster,Left Back,0.4549882355983038,0.5126338039094012,0.5476328989554246,0.5723381425173234,0.5202512540076534
Chris Hegardt,Orange County Sc,267813,USLC,63.7,chegardt,Striker,0.44469438411417933,0.3582260316475333,0.6588064949839693,0.6505714137966697,0.5319862446995552
Christian Benteke,D C United,6602,MLS,78.31,cbenteke,Striker,0.743398955767014,0.5998324907643895,0.8456654787825819,0.8476321426867275,0.7664089234455167
Christian Chaney,Charlotte Independence,614315,USL1,56.19,cchaney,Striker,0.4231001546885358,0.5932599995089252,0.6116556584084267,0.602457828958676,0.5486505266776338
Christian Pinzon,Las Vegas Lights Fc,915809,USLC,63.7,cpinzon,Left Winger,0.601160926672872,0.15646654255869272,0.028822784155548658,0.059704338607922215,0.23531744492708656
Christian Ramirez,Los Angeles Galaxy,6637,MLS,78.31,cramirez,Attacking Midfielder,0.26156629925135677,0.15143312061920655,0.7787989060416337,0.7984655450830891,0.5040559586325019
Christopher McVey,San Diego Fc,1701119,MLS,78.31,cmcvey,Center Back,0.7394656279587228,0.18289974308553517,0.8436988148784363,0.7886322255623613,0.6637490676491196
Christopher Pearson,Las Vegas Lights Fc,915809,USLC,63.7,cpearson,Center Back,0.09470343365394558,0.022646473265073946,0.06793941979522183,0.04323417623332299,0.05949846157823972
Clay Dimick,Charlotte Independence,614315,USL1,56.19,cdimick,Right Back,0.3955066663392835,0.5932599995089252,0.06898372087313083,0.13796744174626166,0.2924909765020748
Clay Holstad,Rhode Island Fc,1597140,USLC,63.7,cholstad,Central Midfielder,0.6505714137966697,0.3582260316475333,0.6485126434998448,0.6093960078601717,0.5793379615265281
Cole Bassett,Colorado Rapids,8314,MLS,78.31,cbassett,Defensive Midfielder,0.5014992955571126,0.7099656693965397,0.5683658682980609,0.5368992458317322,0.5671858699555736
Colin Shutler,Orange County Sc,267813,USLC,63.7,cshutler,Keeper,0.13999638018409347,0.15646654255869272,0.002058770296824904,0.002058770296824904,0.07432160771537903
Collin Fernandez,Spokane Velocity Fc,1584038,USL1,56.19,cfernandez,Defensive Midfielder,0.3495175190905296,0.30352837184177567,0.40010558106415883,0.4047044957890342,0.36699339504505607
Collin Martin,North Carolina Fc,162185,USLC,63.7,cmartin,Defensive Midfielder,0.1914656376047161,0.25528751680628814,0.2038182593856655,0.1441139207777433,0.19249502275312855
Collin Smith,Phoenix Rising Fc,424268,USLC,63.7,csmith,Right Back,0.4899873306443272,0.3582260316475333,0.6052784672665218,0.557926750439549,0.5070751241079738
Connor Evans,Greenville Triumph Sc,1004920,USL1,56.19,cevans,Right Back,0.5978589142338006,0.082780465047757,0.602457828958676,0.5610675964347974,0.484725612001866
Connor Ronan,Colorado Rapids,8314,MLS,78.31,cronan,Defensive Midfielder,0.08849987568654927,0.4031661003498356,0.4877326482280938,0.5663992043939154,0.37464947373972535
Connor Rutz,Detroit City Fc,540855,USLC,63.7,crutz,Striker,0.27175767918088733,0.25528751680628814,0.12764375840314407,0.12146744751266934,0.19455379304995346
Conor Donovan,Philadelphia Union,162185,USLC,63.7,cdonovan,Center Back,0.364402342538008,0.7205696038887164,0.5620442910331988,0.6382187920157203,0.5573091193505015
Conor McGlynn,Westchester Sc,1706430,USL1,56.19,cmcglynn,Central Midfielder,0.5564686817099221,0.30352837184177567,0.5564686817099221,0.5518697669850466,0.5045009453188302
Conrad Wallem,St Louis City Sc,1427963,MLS,78.31,cwallem,Central Midfielder,0.5565658848731877,0.5958991629560985,0.6214657937099904,0.5762325239146431,0.583312513969567
Corey Baird,Fc Cincinnati,722265,MLS,78.31,cbaird,Attacking Midfielder,0.29696624952597644,0.4031661003498356,0.54673256535246,0.6666990635053379,0.4790793270498534
Cory Burke,Lexington Sc,1430405,USLC,63.7,cburke,Striker,0.07411573068569656,0.6258661702347709,0.150290231668218,0.16881916433964214,0.2281117488881994
Cristhian Paredes,Portland Timbers,307690,MLS,78.31,cparedes,Defensive Midfielder,0.35006617493790604,0.5073992872695492,0.20649970993528163,0.049166597603638486,0.26254963120342956
Cristian Arango,San Jose Earthquakes,6603,MLS,78.31,carango,Striker,0.8594321261116008,0.8594321261116008,0.7138989972048309,0.6509657522721736,0.7677855881784186
Cristian Espinoza,San Jose Earthquakes,6603,MLS,78.31,cespinoza,Right Winger,0.8869654207696382,0.8004322089872346,0.8554987983033097,0.8436988148784363,0.8503854721525311
Cristian Parano,Sacramento Republic Fc,521004,USLC,63.7,cparano,Right Winger,0.407636518771331,0.25528751680628814,0.4879285603475023,0.4879285603475023,0.4173127391664081
Cristian Roldan,Seattle Sounders Fc,130394,MLS,78.31,croldan,Defensive Midfielder,0.8397654870701454,0.751265611383596,0.6824323747385023,0.6175324659016994,0.7239289831159731
Cristian Vazquez,Miami Fc,721896,USLC,63.7,cvazquez,Left Winger,0.32940324749198463,0.25528751680628814,0.12146744751266934,0.08440958216982107,0.1994948417623332
Dagur Dan Thorhallsson,Orlando City Sc,267810,MLS,78.31,dthorhallsson,Right Back,0.23599966849746476,0.4031661003498356,0.18093307918138965,0.1337331454818967,0.2277396801000535
Dakota Barnathan,Richmond Kickers,267811,USL1,56.19,dbarnathan,Defensive Midfielder,0.2621381393178972,0.4828860461119158,0.1747587595452648,0.2851327129422741,0.2957102168094875
Daltyn Knutson,Miami Fc,721896,USLC,63.7,dknutson,Center Back,0.6567477246871444,0.3582260316475333,0.6793941979522183,0.664982805874444,0.6040432050884269
Damian Las,Louisville City Fc,614316,USLC,63.7,dlas,Keeper,0.5826319940014478,0.5126338039094012,0.6629240355776191,0.6052784672665218,0.591484706277795
Damian Rivera,Phoenix Rising Fc,424268,USLC,63.7,drivera,Left Winger,0.5517504395490743,0.6258661702347709,0.687629279139518,0.6938055900299928,0.6363658987485779
Dane Jacomen,Westchester Sc,1706430,USL1,56.19,djacomen,Keeper,0.18395658899501555,0.082780465047757,0.00459891472487539,0.00459891472487539,0.07404252707049376
Dani Fernandez,One Knoxville Sc,1358088,USL1,56.19,dfernandez,Center Back,0.413902325238785,0.4828860461119158,0.39090775161440805,0.39090775161440805,0.4162017826012227
Daniel,San Jose Earthquakes,6603,MLS,78.31,ddaniel,Keeper,0.5722991961063519,0.23403300459331922,0.8731987734406196,0.8731987734406196,0.6550957464708792
Daniel Barbir,Lexington Sc,1430405,USLC,63.7,dbarbir,Center Back,0.343814639569759,0.3582260316475333,0.3561672613507084,0.3499909504602337,0.35102033560864615
Daniel Bouman,Westchester Sc,1706430,USL1,56.19,dbouman,Central Midfielder,0.032192403074127726,0.082780465047757,0.17935767427014015,0.11497286812188472,0.09657720922238316
Daniel Bruce,New Mexico United,1003208,USLC,63.7,dbruce,Striker,0,0.0988209742475954,0.3067567742269107,0.06176310890474712,0.09964448236632537
Daniel Crisostomo,Tampa Bay Rowdies,197328,USLC,63.7,dcrisostomo,Defensive Midfielder,0.5826319940014478,0.5126338039094012,0.16264285344916743,0.21205334057296513,0.3734609318440376
Daniel Edelman,New York Red Bulls,6514,MLS,78.31,dedelman,Central Midfielder,0.6548990800804646,0.5073992872695492,0.1848664069896807,0.2143663655518638,0.39923277254154454
Daniel Gazdag,Columbus Crew Sc,6001,MLS,78.31,dgazdag,Attacking Midfielder,0.7335656362462862,0.8318988314535632,0.48183265651565715,0.4759326648032205,0.6255957879086962
Daniel Gomez,Oakland Roots Sc,1130413,USLC,63.7,dgomez,Defensive Midfielder,0.06382187920157203,0.25528751680628814,0.11529113662219463,0.17499547523011685,0.14576093701520323
Daniel Griffin,Pittsburgh Riverhounds Sc,267816,USLC,63.7,dgriffin,Central Midfielder,0.3355795583824594,0.3582260316475333,0.4693996276760781,0.46734085737925324,0.4064012565932361
Daniel Lovitz,Nashville Sc,915807,MLS,78.31,dlovitz,Left Back,0.7040656776841032,0.13766647329018777,0.5368992458317322,0.5014992955571126,0.4965826357967487
Daniel Munie,San Jose Earthquakes,6603,MLS,78.31,dmunie,Center Back,0.07866655616582159,0.06686657274094834,0.33629952760888726,0.3264662080881595,0.20217304934616143
Daniel Pereira,Austin Fc,1218886,MLS,78.31,dpereira,Central Midfielder,0.5919658351478073,0.670632391313629,0.5565658848731877,0.5506658931607511,0.5882291737299309
Daniel Rios,Vancouver Whitecaps Fc,307691,MLS,78.31,drios,Striker,0.1396331371943333,0.23403300459331922,0.448399370145183,0.4562660257617651,0.31525622383452995
Daniel Salloi,Sporting Kansas City,6604,MLS,78.31,dsalloi,Left Winger,0.5644325404897699,0.670632391313629,0.1848664069896807,0.2438663241140469,0.413589419041807
Daniel Steres,Houston Dynamo Fc,8259,MLS,78.31,dsteres,Left Back,0.0019666639041455397,0.035399950274619715,0.2438663241140469,0.14356646500262438,0.0995131935497643
Daniel Trejo,Birmingham Legion Fc,1003207,USLC,63.7,dtrejo,Left Winger,0.15234900196504292,0.6258661702347709,0.3149918554142103,0.2944041524459613,0.3221975514530975
Danley Jean Jacques,Philadelphia Union,191716,MLS,78.31,djacques,Central Midfielder,0.8141988563162533,0.4719993369949295,0.4621660174742018,0.4601993535700562,0.5691525338597192
Danny Leyva,Seattle Sounders Fc,130394,MLS,78.31,dleyva,Defensive Midfielder,0.5722991961063519,0.3520328388420516,0.40119943644569006,0.35989949445863373,0.430306062227044
Danny Musovski,Seattle Sounders Fc,130394,MLS,78.31,dmusovski,Striker,0.3775994695959436,0.15143312061920655,0.7846988977540702,0.82009884802869,0.5465358989620455
Danny Vitiello,Sacramento Republic Fc,521004,USLC,63.7,dvitiello,Keeper,0.601160926672872,0.5126338039094012,0.7246871444823663,0.7205696038887164,0.64398334884683
Dante Sealy,Club De Foot Montreal,161195,MLS,78.31,dsealy,Right Winger,0.5565658848731877,0.18289974308553517,0.4582326896659107,0.45429936185761965,0.43148606056953137
Darius Johnson,Phoenix Rising Fc,424268,USLC,63.7,djohnson,Left Winger,0.12764375840314407,0.25528751680628814,0.6279249405315958,0.710275752404592,0.4280183447098976
Dariusz Formella,Phoenix Rising Fc,424268,USLC,63.7,dformella,Left Winger,0.059704338607922215,0.5126338039094012,0.37675496431895744,0.36851988313165784,0.3063450201675457
Darlington Nagbe,Columbus Crew Sc,6001,MLS,78.31,dnagbe,Central Midfielder,0.7040656776841032,0.3520328388420516,0.05703325322022064,0.149466456715061,0.33787285873220374
Darren Smith,Detroit City Fc,540855,USLC,63.7,dsmith,Striker,0.601160926672872,0.7040994415141172,0.1976419484951908,0.27175767918088733,0.4422238597579894
Darren Smith,Detroit City Fc,540855,USLC,63.7,dsmith,Striker,0.601160926672872,0.7040994415141172,0.6958643603268176,0.7185108335918915,0.675894288447616
Darren Yapi,Colorado Rapids,8314,MLS,78.31,dyapi,Striker,0.11799983424873238,0.4031661003498356,0.5113326150778403,0.5309992541192957,0.3775994695959436
Darwin Espinal,Richmond Kickers,267811,USL1,56.19,despinal,Left Winger,0.5978589142338006,0.30352837184177567,0.579463255334299,0.5150784491860436,0.5104795344611681
Davey Mason,Texoma Fc,1701884,USL1,56.19,dmason,Right Back,0.00919782944975078,0.082780465047757,0.032192403074127726,0.03679131779900312,0.03679131779900312
David Ayala,Portland Timbers,307690,MLS,78.31,dayala,Defensive Midfielder,0.7571656030960328,0.670632391313629,0.7237323167255586,0.67456571912192,0.7083923382732235
David Brekalo,Orlando City Sc,267810,MLS,78.31,dbrekalo,Center Back,0.7040656776841032,0.670632391313629,0.751265611383596,0.743398955767014,0.7186189905747802
David Da Costa,Portland Timbers,307690,MLS,78.31,dcosta,Attacking Midfielder,0.8397654870701454,0.8318988314535632,0.3874327891166713,0.41496608377470884,0.6202857953675032
David Garcia,Spokane Velocity Fc,1584038,USL1,56.19,dgarcia,Center Back,0.6254524025830529,0.4828860461119158,0.5564686817099221,0.5334741080855452,0.555548898764947
David Martinez,Inter Miami Cf,867280,MLS,78.31,dmartinez,Right Winger,0.5349325819275867,0.4031661003498356,0.6784990469302111,0.7060323415882487,0.58862250651076
David Romney,San Jose Earthquakes,6603,MLS,78.31,dromney,Center Back,0.26156629925135677,0.3048329051425586,0.2241996850725915,0.3166328885674318,0.2792662743886666
David Schnegg,D C United,6602,MLS,78.31,dschnegg,Left Back,0.47003267309078395,0.4031661003498356,0.7296323084379951,0.6371991049431548,0.5587292151677478
Dawson McCartney,Birmingham Legion Fc,1003207,USLC,63.7,dmccartney,Central Midfielder,0.37057865342848273,0.25528751680628814,0.13382006929361878,0.1873480970110663,0.2451995423518461
Dayne St. Clair,Minnesota United Fc,207242,MLS,78.31,dclair,Keeper,0.7158656611089764,0.5073992872695492,0.871232109536474,0.8653321178240373,0.7500856130411088
DeAndre Yedlin,Fc Cincinnati,722265,MLS,78.31,dyedlin,Right Wing-Back,0.4621660174742018,0.5073992872695492,0.4208660754871455,0.4287327311037276,0.4529226971247177
DeJuan Jones,San Jose Earthquakes,6603,MLS,78.31,djones,Left Back,0.8633654539198918,0.7099656693965397,0.40906609206227224,0.40906609206227224,0.6055358160864117
Declan Watters,Chattanooga Red Wolves Sc,1004918,USL1,56.19,dwatters,Center Back,0.3955066663392835,0.30352837184177567,0.00919782944975078,0.00919782944975078,0.18395658899501557
Deian Veron,Miami Fc,721896,USLC,63.7,dveron,Central Midfielder,0.10499728513807012,0.03705786534284828,0.17499547523011685,0.06999819009204673,0.09490931068362808
Dejan Joveljic,Sporting Kansas City,6604,MLS,78.31,djoveljic,Striker,0.47003267309078395,0.8279655036452721,0.0019666639041455397,0.007866655616582159,0.30935623212209334
Delentz Pierre,Fc Tulsa,614325,USLC,63.7,dpierre,Center Back,0.43028299203640497,0.03705786534284828,0.6073372375633467,0.6361600217188954,0.44881192470782905
Denis Bouanga,Los Angeles Fc,867280,MLS,78.31,dbouanga,Left Winger,0.824032175836981,0.8672987817281829,0.875165437344765,0.8692654456323284,0.8564821302553824
Dennis Gjengaar,New York Red Bulls,6514,MLS,78.31,dgjengaar,Right Midfielder,0.26156629925135677,0.4031661003498356,0.7355323001504318,0.8554987983033097,0.5628592093664535
Derek Gebhard,Forward Madison Fc,1004919,USL1,56.19,dgebhard,Attacking Midfielder,0.5472708522601712,0.5932599995089252,0.23914356569352024,0.2759348834925233,0.41344243376629747
Derek Waldeck,Spokane Velocity Fc,1584038,USL1,56.19,dwaldeck,Left Back,0.6162545731333021,0.5932599995089252,0.5058806197362927,0.47368821666216504,0.5468109607876838
Derrick Williams,Atlanta United Fc,773958,MLS,78.31,dwilliams,Center Back,0.23599966849746476,0.09833319520727697,0.4385660506244553,0.4385660506244553,0.3097495649029225
Deshane Beckford,Hartford Athletic,1003206,USLC,63.7,dbeckford,Right Winger,0.12764375840314407,0.15646654255869272,0.42204791084910537,0.3973426672872065,0.2731988183886648
Devin Benton,Greenville Triumph Sc,1004920,USL1,56.19,dbenton,Right Back,0.31732511601640184,0.082780465047757,0.3265229454661526,0.30812728656665106,0.2694964028776978
Devin Boyce,Forward Madison Fc,1004919,USL1,56.19,dboyce,Right Midfielder,0.07358263559800624,0.4828860461119158,0.2621381393178972,0.22994573624376943,0.24006334863849532
Devon Amoo-Mensah,Detroit City Fc,540855,USLC,63.7,damoomensah,Center Back,0.5826319940014478,0.3582260316475333,0.5085162633157513,0.5002811821284517,0.49822241183162674
Deybi Flores,Toronto Fc,56453,MLS,78.31,dflores,Defensive Midfielder,0.6057324824768262,0.23403300459331922,0.3618661583627793,0.39136611692496237,0.4183094124117563
Diego Chara,Portland Timbers,307690,MLS,78.31,dchara,Defensive Midfielder,0.3697328139793614,0.009833319520727699,0.12193316205702345,0.11799983424873238,0.17267309078397836
Diego Fagundez,Los Angeles Galaxy,6637,MLS,78.31,dfagundez,Left Winger,0.47003267309078395,0.5998324907643895,0.08063322006996712,0.18289974308553517,0.3319728670197671
Diego Luna,Real Salt Lake City,6606,MLS,78.31,dluna,Left Winger,0.7886322255623613,0.8672987817281829,0.11603317034458682,0.20256638212699057,0.4940259727213595
Diego Mercado,Miami Fc,721896,USLC,63.7,dmercado,Defensive Midfielder,0.407636518771331,0.0988209742475954,0.057645568311097316,0.07205696038887165,0.17520135225979933
Diego Rossi,Columbus Crew Sc,6001,MLS,78.31,drossi,Attacking Midfielder,0.8004322089872346,0.8731987734406196,0.3185995524715774,0.3795661335000891,0.5923591679286365
Diogo Goncalves,Real Salt Lake City,6606,MLS,78.31,dgoncalves,Left Winger,0.2300996767850281,0.7099656693965397,0.1848664069896807,0.2595996353472112,0.3258762089169159
Diogo Pacheco,San Antonio Fc,722269,USLC,63.7,dpacheco,Left Winger,0.15646654255869272,0.0988209742475954,0.1873480970110663,0.16676039404281723,0.15420189523218533
Dion Acoff,Union Omaha,1121685,USL1,56.19,dacoff,Right Wing-Back,0.519677363910919,0.013796744174626167,0.5242762786357944,0.5472708522601712,0.4276990694134112
Djibril Diani,Charlotte Fc,1323940,MLS,78.31,ddiani,Defensive Midfielder,0.10619985082385913,0.18289974308553517,0.40119943644569006,0.35399950274619707,0.25487964197726193
Djordje Mihailovic,Colorado Rapids,8314,MLS,78.31,dmihailovic,Attacking Midfielder,0.8141988563162533,0.751265611383596,0.8082988646038167,0.7276656445338495,0.7744722454525135
Dominik Marczuk,Real Salt Lake City,6606,MLS,78.31,dmarczuk,Right Winger,0.4031661003498356,0.5073992872695492,0.12389982596116898,0.08849987568654927,0.27375961545705907
Dominik Wanner,Sacramento Republic Fc,521004,USLC,63.7,dwanner,Left Wing-Back,0.3973426672872065,0.03705786534284828,0.37675496431895744,0.3788137346157823,0.31560948650325776
Dominique Badji,D C United,6602,MLS,78.31,dbadji,Striker,0.031466622466328635,0.05899991712436619,0.3618661583627793,0.27139961877208446,0.17503308746895302
Douglas Martinez,Los Angeles Fc,162183,USLC,63.7,dmartinez1,Striker,0.08235081187299616,0.7246871444823663,0.5908670751887475,0.7082169821077671,0.5002811821284517
Drew Skundrich,Loudoun United Fc,1003205,USLC,63.7,dskundrich,Central Midfielder,0.5291039662840004,0.3582260316475333,0.02058770296824904,0.04529294653014789,0.24808182076740093
Duke Lacroix,Colorado Springs Switchbacks Fc,614321,USLC,63.7,dlacroix,Center Back,0.3088155445237356,0.25528751680628814,0.2820515306650119,0.33352078808563446,0.30016870927707107
Duncan McGuire,Orlando City Sc,267810,MLS,78.31,dmcguire,Striker,0.035399950274619715,0.751265611383596,0.5034659594612582,0.5683658682980609,0.432076059740775
Dylan Chambost,Columbus Crew Sc,6001,MLS,78.31,dchambost,Attacking Midfielder,0.8338654953577087,0.5073992872695492,0.7610989309043238,0.6725990552177745,0.7056390088074196
Dylan Nealis,New York Red Bulls,6514,MLS,78.31,dnealis,Right Back,0.5506658931607511,0.4719993369949295,0.48183265651565715,0.49559930384467593,0.5046459578037454
Eddie Segura,Los Angeles Fc,867280,MLS,78.31,esegura,Center Back,0.33039953589645066,0.3520328388420516,0.743398955767014,0.7296323084379951,0.5370959122221468
Edier Ocampo,Vancouver Whitecaps Fc,307691,MLS,78.31,eocampo,Right Back,0.6765323830260656,0.4719993369949295,0.5368992458317322,0.5388659097358778,0.5663992043939154
Edison Azcona,Las Vegas Lights Fc,915809,USLC,63.7,eazcona,Striker,0.20793579997931533,0.3582260316475333,0.022646473265073946,0.03088155445237356,0.14781970731202812
Eduard Atuesta,Orlando City Sc,267810,MLS,78.31,eatuesta,Central Midfielder,0.6214657937099904,0.5073992872695492,0.5840991795312253,0.6037658185726806,0.5858691770449562
Eduard Löwen,St Louis City Sc,1427963,MLS,78.31,elowen,Central Midfielder,0.47003267309078395,0.8004322089872346,0.3323661998005962,0.2300996767850281,0.43659938672030973
Eduardo Blancas,Av Alta Fc,1701876,USL1,56.19,eblancas,Attacking Midfielder,0.18395658899501555,0.082780465047757,0.15176418592088783,0.1287696122965109,0.1407267905811869
Edvard Tagseth,Nashville Sc,915807,MLS,78.31,etagseth,Central Midfielder,0.7984655450830891,0.4719993369949295,0.07276656445338496,0.18093307918138965,0.40277276756900654
Edward Delgado,Fc Naples,1701877,USL1,56.19,edelgado,Keeper,0.2023522478945171,0.30352837184177567,0.6070567436835513,0.5702654258845482,0.413902325238785
Edward Kizza,Indy Eleven,514649,USLC,63.7,ekizza,Striker,0.20793579997931533,0.5126338039094012,0.11940867721584443,0.13587883959044367,0.22955288809597682
Edwin Cerrillo,Los Angeles Galaxy,6637,MLS,78.31,ecerrillo,Central Midfielder,0.27533294658037555,0.5998324907643895,0.1691330957565164,0.25566630753892017,0.3130928935399699
Elias Gärtig,Las Vegas Lights Fc,915809,USLC,63.7,egartig,Center Back,0.11529113662219463,0.3582260316475333,0.41587159995863066,0.43234176233322985,0.31910939600786015
Elijah Wynder,Los Angeles Galaxy,6637,MLS,78.31,ewynder,Central Midfielder,0.029499958562183095,0.09833319520727697,0.324499544184014,0.19273306260626286,0.15123645422879198
Eliot Goldthorp,Lexington Sc,1430405,USLC,63.7,egoldthorp,Right Midfielder,0.1914656376047161,0.03705786534284828,0.407636518771331,0.3808725049126072,0.26064031957803285
Elvis Amoh,Indy Eleven,514649,USLC,63.7,eamoh,Striker,0.43851807322370456,0.03705786534284828,0.7185108335918915,0.7226283741855414,0.49945767400972174
Emeka Eneli,Real Salt Lake City,6606,MLS,78.31,eeneli,Defensive Midfielder,0.743398955767014,0.4031661003498356,0.448399370145183,0.448399370145183,0.5278525918726628
Emil Cuello,Phoenix Rising Fc,424268,USLC,63.7,ecuello,Left Back,0.2594050573999379,0.25528751680628814,0.5867495345950977,0.6588064949839693,0.4438708759954493
Emil Forsberg,New York Red Bulls,6514,MLS,78.31,eforsberg,Attacking Midfielder,0.7394656279587228,0.7099656693965397,0.2300996767850281,0.3264662080881595,0.5077926200503783
Emiliano Terzaghi,Richmond Kickers,267811,USL1,56.19,eterzaghi,Striker,0.11957178284676012,0.2069511626193925,0.47368821666216504,0.44149581358803736,0.3044481547867507
Emilio Ycaza,Charleston Battery,162183,USLC,63.7,eycaza,Attacking Midfielder,0.11529113662219463,0.5126338039094012,0.09058589306029578,0.06382187920157203,0.17437784414106938
Emmanuel Alaribe,Av Alta Fc,1701876,USL1,56.19,ealaribe,Striker,0.03679131779900312,0.4828860461119158,0.2023522478945171,0.19775333316964175,0.20741105409188004
Emmanuel Johnson,Oakland Roots Sc,1130413,USLC,63.7,ejohnson,Striker,0.01029385148412452,0.03705786534284828,0.33146201778880957,0.2532287465094632,0.1527607560244079
Emmanuel Latte Lath,Atlanta United Fc,773958,MLS,78.31,elath,Striker,0.597865826860244,0.8889320846737838,0.08849987568654927,0.17306642356480748,0.4267660671995821
Emmanuel Sabbi,Vancouver Whitecaps Fc,307691,MLS,78.31,esabbi,Striker,0.47003267309078395,0.4719993369949295,0.6627657356970468,0.7669989226167604,0.5980624932506585
Emmanuel Samadia,Hartford Athletic,1003206,USLC,63.7,esamadia,Left Back,0.5249864256903506,0.15646654255869272,0.5188101147998758,0.5105750336125763,0.4457237692625917
Enzo Martinez,Birmingham Legion Fc,1003207,USLC,63.7,emartinez,Attacking Midfielder,0.23469981383803906,0.03705786534284828,0.06382187920157203,0.16058408315234252,0.13876111800599855
Eric Calvillo,El Paso Locomotive Fc,1003209,USLC,63.7,ecalvillo,Central Midfielder,0.6341012514220705,0.3582260316475333,0.22440596235391452,0.27587521977453716,0.38951934015927187
Eric Dick,Pittsburgh Riverhounds Sc,267816,USLC,63.7,edick,Keeper,0.20793579997931533,0.3582260316475333,0.008235081187299617,0.01852893267142414,0.1412316423621884
Eric Kinzner,Chattanooga Red Wolves Sc,1004918,USL1,56.19,ekinzner,Center Back,0.3265229454661526,0.2069511626193925,0.10577503867213395,0.1747587595452648,0.2129297517617305
Eric Maxim Choupo-Moting,New York Red Bulls,6514,MLS,78.31,echoupomoting,Striker,0.6961990220675209,0.4031661003498356,0.029499958562183095,0.12389982596116898,0.3325628661910107
Erik Sviatchenko,Houston Dynamo Fc,8259,MLS,78.31,esviatchenko,Center Back,0.27533294658037555,0.3048329051425586,0.448399370145183,0.45233269795347414,0.36894614841770323
Erik Thommy,Sporting Kansas City,6604,MLS,78.31,ethommy,Attacking Midfielder,0.23599966849746476,0.5073992872695492,0.34613284712961495,0.3441661832254694,0.3447561823967131
Eryk Williamson,Charlotte Fc,1323940,MLS,78.31,ewilliamson,Defensive Midfielder,0.017699975137309858,0.3520328388420516,0.08259988397411266,0.005899991712436619,0.09400653461815679
Ethan Bartlow,Houston Dynamo Fc,8259,MLS,78.31,ebartlow,Center Back,0.12389982596116898,0.18289974308553517,0.324499544184014,0.3028662412384131,0.22950967761378446
Ethan Bryant,Monterey Bay Fc,915808,USLC,63.7,ebryant,Central Midfielder,0.16881916433964214,0.0988209742475954,0.3417558692729341,0.3108743148205605,0.23202341245216668
Ethan Zubak,Orange County Sc,267813,USLC,63.7,ezubak,Striker,0.1914656376047161,0.5126338039094012,0.36851988313165784,0.3746961940221326,0.34607928689626644
Evan Conway,North Carolina Fc,162185,USLC,63.7,econway,Striker,0.3355795583824594,0.5126338039094012,0.257346287103113,0.30469800393008584,0.34607928689626644
Evan Davila,Louisville City Fc,614316,USLC,63.7,edavila,Central Midfielder,0.3973426672872065,0.022646473265073946,0.5208688850967007,0.5867495345950977,0.4039307322370462
